Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
543,皖能电力,12/20/1993,安徽省皖能股份有限公司,"An Hui Wenergy Co., Ltd.",D44,电力、热力生产和供应业,安徽省,340000,合肥市,340100,国营或国有控股,P0301,4
544,中原环保,12/8/1993,中原环保股份有限公司,"Zhongyuan Environment-Protection Co., Ltd.",D46,水的生产和供应业,河南省,410000,郑州市,410100,国营或国有控股,P0301,4
545,金浦钛业,12/15/1993,金浦钛业股份有限公司,"Gpro Titanium Industry Co., Ltd.",C26,化学原料及化学制品制造业,吉林省,220000,吉林市,220200,私营企业,P0306,4
546,金圆股份,12/15/1993,金圆环保股份有限公司,"Jinyuan EP Co., Ltd.",N77,生态保护和环境治理业,吉林省,220000,长春市,220100,国营或国有控股,P0301,4
547,航天发展,11/30/1993,航天工业发展股份有限公司,"Addsino Co., Ltd.",C39,计算机、通信和其他电子设备制造业,福建省,350000,福州市,350100,国营或国有控股,P0301,4
548,湖南投资,12/20/1993,湖南投资集团股份有限公司,"Hunan Investment Group Co., Ltd.",G54,道路运输业,湖南省,430000,长沙市,430100,国营或国有控股,P0301,4
549,S 湘火炬,12/20/1993,湘火炬汽车集团股份有限公司,"Torch Automobile Group Co., Ltd.",C36,汽车制造业,湖南省,430000,株洲市,430200,国营或国有控股,P0301,4
550,江铃汽车,12/1/1993,江铃汽车股份有限公司,"Jiangling Motors Co., Ltd.",C36,汽车制造业,江西省,360000,南昌市,360100,国营或国有控股,P0301,4
551,创元科技,1/6/1994,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",S90,综合,江苏省,320000,苏州市,320500,国营或国有控股,P0301,4
552,甘肃能化,1/6/1994,甘肃能化股份有限公司,"Gansu Energy Chemical Co., Ltd.",B06,煤炭开采和洗选业,甘肃省,620000,白银市,620400,国营或国有控股,P0301,4
553,安道麦A,12/3/1993,安道麦股份有限公司,ADAMA Ltd.,C26,化学原料及化学制品制造业,湖北省,420000,荆州市,421000,国营或国有控股,P0301,4
554,泰山石油,12/15/1993,中国石化山东泰山石油股份有限公司,"Sinopec Shandong Taishan Petroleum Co., Ltd.",F51,批发业,山东省,370000,泰安市,370900,国营或国有控股,P0301,4
555,神州信息,4/8/1994,神州数码信息服务集团股份有限公司,Digital China Information Service Group Company Ltd.,I65,软件和信息技术服务业,广东省,440000,深圳市,440300,国营或国有控股,P0301,4
556,PT 南洋,5/25/1994,南洋航运集团股份有限公司,"Nanyang Shipping Group Stock Holding Co., Ltd.",G55,水上运输业,海南省,460000,海口市,460100,国营或国有控股,P0301,4
557,西部创业,6/17/1994,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",G53,铁路运输业,宁夏回族自治区,640000,银川市,640100,国营或国有控股,P0301,4
558,莱茵体育,5/9/1994,莱茵达体育发展股份有限公司,"Lander Sports Development Co., Ltd.",K70,房地产业,四川省,510000,成都市,510100,私营企业,P0306,4
559,万向钱潮,1/10/1994,万向钱潮股份公司,"Wanxiang Qianchao Co., Ltd.",C36,汽车制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
560,我爱我家,2/2/1994,我爱我家控股集团股份有限公司,"5I5J Holding Group Co., Ltd.",K70,房地产业,云南省,530000,昆明市,530100,私营企业,P0306,4
561,烽火电子,5/9/1994,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,陕西省,610000,宝鸡市,610300,国营或国有控股,P0301,4
562,宏源证券,2/2/1994,宏源证券股份有限公司,"Hongyuan Securities Co., Ltd.",J67,资本市场服务,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,4
563,陕国投A,1/10/1994,陕西省国际信托股份有限公司,"Shaanxi International Trust Co., Ltd.",J69,其他金融业,陕西省,610000,西安市,610100,国营或国有控股,P0301,4
564,供销大集,1/10/1994,供销大集集团股份有限公司,"Ccoop Group Co., ltd.",F52,零售业,陕西省,610000,西安市,610100,私营企业,P0306,4
565,渝三峡A,4/8/1994,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co., Ltd.",C26,化学原料及化学制品制造业,重庆市,500000,重庆市,500000,国营或国有控股,P0301,4
566,海南海药,5/25/1994,海南海药股份有限公司,"Hainan Haiyao Co., Ltd.",C27,医药制造业,海南省,460000,海口市,460100,私营企业,P0306,4
567,海德股份,5/25/1994,海南海德资本管理股份有限公司,"Hainan Haide Capital Management Co., Ltd.",J69,其他金融业,海南省,460000,海口市,460100,私营企业,P0306,4
568,泸州老窖,5/9/1994,泸州老窖股份有限公司,"Luzhou Laojiao Co., Ltd.",C15,酒、饮料和精制茶制造业,四川省,510000,泸州市,510500,国营或国有控股,P0301,4
569,长城股份,4/25/1994,攀钢集团四川长城特殊钢股份有限公司,"Pangang Group Sichuan Changcheng Special Steel Co., Ltd.",C31,黑色金属冶炼及压延加工业,四川省,510000,绵阳市,510700,国营或国有控股,P0301,4
570,苏常柴A,7/1/1994,常柴股份有限公司,"Changchai Co., Ltd.",C34,通用设备制造业,江苏省,320000,常州市,320400,国营或国有控股,P0301,4
571,新大洲A,5/25/1994,新大洲控股股份有限公司,"Sundiro Holding Co., Ltd.",S90,综合,海南省,460000,海口市,460100,私营企业,P0306,4
572,海马汽车,8/8/1994,海马汽车股份有限公司,"Haima Automobile Co., Ltd.",C36,汽车制造业,海南省,460000,海口市,460100,私营企业,P0306,4
573,粤宏远A,8/15/1994,东莞宏远工业区股份有限公司,Dongguan Winnerway lndustrial Zone Ltd.,K70,房地产业,广东省,440000,东莞市,441900,私营企业,P0306,4
576,甘化科工,9/7/1994,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",C35,专用设备制造业,广东省,440000,江门市,440700,私营企业,P0306,4
578,盐湖集团,3/3/1995,青海盐湖工业集团股份有限公司,"Qinghai Salt Lake Industry (Group) Co., Ltd.",C26,化学原料及化学制品制造业,青海省,630000,格尔木市,632801,国营或国有控股,P0301,4
581,威孚高科,9/24/1998,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co., Ltd.",C36,汽车制造业,江苏省,320000,无锡市,320200,国营或国有控股,P0301,4
582,北部湾港,11/2/1995,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",G55,水上运输业,广西壮族自治区,450000,北海市,450500,国营或国有控股,P0301,4
583,S*ST 托普,11/1/1995,四川托普软件投资股份有限公司,"Sichuan Topsoft Investment Co., Ltd.",I65,软件和信息技术服务业,四川省,510000,自贡市,510300,私营企业,P0306,4
584,*ST 工智,11/28/1995,江苏哈工智能机器人股份有限公司,"Jiangsu Hagong Intelligent Robot Co., Ltd.",C35,专用设备制造业,江苏省,320000,江阴市,320281,私营企业,P0306,4
585,东电退,12/13/1995,东北电气发展股份有限公司,"Northeast Electric Development Co., Ltd.",C38,电气机械及器材制造业,海南省,460000,海口市,460100,中外合资,P0303,4
586,汇源通信,12/20/1995,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co., Ltd.",C39,计算机、通信和其他电子设备制造业,四川省,510000,成都市,510100,私营企业,P0306,4
587,*ST 金洲,4/25/1996,金洲慈航集团股份有限公司,"Jinzhou Cihang Group Co., Ltd.",C41,其他制造业,黑龙江省,230000,伊春市,230700,私营企业,P0306,4
588,PT 粤金曼,1/23/1996,广东金曼集团股份有限公司,"Guangdong Kingman Group Co., Ltd.",A04,渔业,广东省,440000,潮州市,445100,国营或国有控股,P0301,4
589,贵州轮胎,3/8/1996,贵州轮胎股份有限公司,"Guizhou Tyre Co., Ltd.",C29,橡胶和塑料制品业,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,4
590,启迪药业,1/19/1996,启迪药业集团股份公司,"Tus-Pharmaceutical Group Co., Ltd.",C27,医药制造业,湖南省,430000,衡阳市,430400,国营或国有控股,P0301,4
591,太阳能,2/8/1996,中节能太阳能股份有限公司,"CECEP Solar Energy Co., Ltd.",D44,电力、热力生产和供应业,重庆市,500000,重庆市,500000,国营或国有控股,P0301,4
592,平潭发展,3/27/1996,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,A02,林业,福建省,350000,福州市,350100,私营企业,P0306,4
593,德龙汇能,3/12/1996,德龙汇能集团股份有限公司,"Delong Composite Energy Group Co., Ltd.",D45,燃气生产和供应业,四川省,510000,成都市,510100,私营企业,P0306,4
594,国恒退,3/20/1996,天津国恒铁路控股股份有限公司,"Tianjin Good Hand Railway Holding Co., Ltd.",F51,批发业,天津市,120000,天津市,120000,私营企业,P0306,4
595,宝塔实业,4/19/1996,宝塔实业股份有限公司,"Baota Industry Co., Ltd.",C34,通用设备制造业,宁夏回族自治区,640000,银川市,640100,国营或国有控股,P0301,4
596,古井贡酒,9/27/1996,安徽古井贡酒股份有限公司,"Anhui Gujing Distillery Co., Ltd.",C15,酒、饮料和精制茶制造业,安徽省,340000,亳州市,341600,国营或国有控股,P0301,4
597,东北制药,5/23/1996,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",C27,医药制造业,辽宁省,210000,沈阳市,210100,国营或国有控股,P0301,4
598,兴蓉环境,5/29/1996,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",D46,水的生产和供应业,四川省,510000,成都市,510100,国营或国有控股,P0301,4
599,青岛双星,4/30/1996,青岛双星股份有限公司,"Qingdao Doublestar Co., Ltd.",C29,橡胶和塑料制品业,山东省,370000,青岛市,370200,国营或国有控股,P0301,4
600,建投能源,6/6/1996,河北建投能源投资股份有限公司,"Jointo Energy Investment Co., Ltd. Hebei",D44,电力、热力生产和供应业,河北省,130000,石家庄市,130100,国营或国有控股,P0301,4
601,韶能股份,8/30/1996,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co., Ltd.",D44,电力、热力生产和供应业,广东省,440000,韶关市,440200,国营或国有控股,P0301,4
602,金马集团,8/19/1996,广东金马旅游集团股份有限公司,"Guangdong Golden Horse Tourism Group Stock Co., Ltd.",D44,电力、热力生产和供应业,广东省,440000,潮州市,445100,国营或国有控股,P0301,4
603,盛达资源,8/23/1996,盛达金属资源股份有限公司,"Shengda Resources Co., Ltd.",B09,有色金属矿采选业,北京市,110000,北京市,110000,私营企业,P0306,4
605,渤海股份,9/13/1996,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",D46,水的生产和供应业,北京市,110000,北京市,110000,私营企业,P0306,4
606,顺利退,10/4/1996,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd.",I64,互联网和相关服务,青海省,630000,西宁市,630100,私营企业,P0306,4
607,华媒控股,8/30/1996,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",R85,新闻和出版业,浙江省,330000,杭州市,330100,私营企业,P0306,4
608,阳光股份,9/19/1996,阳光新业地产股份有限公司,"Yangguang Co., Ltd.",K70,房地产业,广西壮族自治区,450000,南宁市,450100,中外合资,P0303,4
609,*ST 中迪,10/10/1996,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",S90,综合,北京市,110000,北京市,110000,私营企业,P0306,4
610,西安旅游,9/26/1996,西安旅游股份有限公司,"Xi'an Tourism Co., Ltd.",N78,公共设施管理业,陕西省,610000,西安市,610100,国营或国有控股,P0301,4
611,天首退,10/8/1996,内蒙古天首科技发展股份有限公司,"Inner Mongolia Tianshou Science and Technology Development Co., Ltd.",C17,纺织业,内蒙古自治区,150000,包头市,150200,私营企业,P0306,4
612,焦作万方,9/26/1996,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd.",C32,有色金属冶炼及压延加工业,河南省,410000,焦作市,410800,国营或国有控股,P0301,4
613,东海A退,1/28/1997,海南大东海旅游中心股份有限公司,"Hainan Dadonghai Tourism Centre (Holdings) Co., Ltd.",H61,住宿业,海南省,460000,三亚市,460200,私营企业,P0306,4
615,ST 美谷,10/16/1996,奥园美谷科技股份有限公司,"Aoyuan Beauty Valley Technology Co., Ltd.",K70,房地产业,湖北省,420000,襄阳市,420600,私营企业,P0306,4
616,*ST 海投,11/8/1996,海航投资集团股份有限公司,"HNA Investment Group Co., Ltd.",K70,房地产业,辽宁省,210000,大连市,210200,私营企业,P0306,4
617,中油资本,10/22/1996,中国石油集团资本股份有限公司,CNPC Capital Company Limited,J67,资本市场服务,新疆维吾尔自治区,650000,克拉玛依市,650200,国营或国有控股,P0301,4
618,吉林化工,10/15/1996,吉林化学工业股份有限公司,Jilin Chemical Industrial Company Limited,C26,化学原料及化学制品制造业,吉林省,220000,吉林市,220200,国营或国有控股,P0301,4
619,海螺新材,10/23/1996,海螺(安徽)节能环保新材料股份有限公司,"Conch (Anhui) Energy Saving and Environment Protection New Material Co., Ltd.",C29,橡胶和塑料制品业,安徽省,340000,芜湖市,340200,国营或国有控股,P0301,4
620,新华联,10/29/1996,新华联文化旅游发展股份有限公司,"Macrolink Culturaltainment Development Co., Ltd.",K70,房地产业,北京市,110000,北京市,110000,国营或国有控股,P0301,4
621,*ST 比特,11/5/1996,比特科技控股股份有限公司,"Bit Technology Holding Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,私营企业,P0306,4
622,*ST 恒立,11/7/1996,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co., Ltd.",C35,专用设备制造业,湖南省,430000,岳阳市,430600,私营企业,P0306,4
623,吉林敖东,10/28/1996,吉林敖东药业集团股份有限公司,"Jilin Aodong Medicine Industry Group Co., Ltd.",C27,医药制造业,吉林省,220000,敦化市,222403,私营企业,P0306,4
625,长安汽车,6/10/1997,重庆长安汽车股份有限公司,"Chongqing Changan Automobile Co., Ltd.",C36,汽车制造业,重庆市,500000,重庆市,500000,国营或国有控股,P0301,4
626,远大控股,11/28/1996,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd.",F51,批发业,江苏省,320000,连云港市,320700,国营或国有控股,P0301,4
627,天茂集团,11/12/1996,天茂实业集团股份有限公司,"Tianmao Industry (Group) Co, Ltd.",J68,保险业,湖北省,420000,荆门市,420800,私营企业,P0306,4
628,高新发展,11/18/1996,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",E47,房屋建筑业,四川省,510000,成都市,510100,国营或国有控股,P0301,4
629,钒钛股份,11/15/1996,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",C32,有色金属冶炼及压延加工业,四川省,510000,攀枝花市,510400,国营或国有控股,P0301,4
630,铜陵有色,11/20/1996,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co., Ltd.",C32,有色金属冶炼及压延加工业,安徽省,340000,铜陵市,340700,国营或国有控股,P0301,4
631,顺发恒业,11/22/1996,顺发恒能股份公司,"Shunfa Hengneng Co., Ltd.",K70,房地产业,浙江省,330000,杭州市,330100,私营企业,P0306,4
632,三木集团,11/21/1996,福建三木集团股份有限公司,"Fujian Sanmu Group Co., Ltd.",F51,批发业,福建省,350000,福州市,350100,国营或国有控股,P0301,4
633,合金投资,11/12/1996,新疆合金投资股份有限公司,"Xinjiang Hejin Holding Co., Ltd.",C32,有色金属冶炼及压延加工业,新疆维吾尔自治区,650000,和田市,653201,私营企业,P0306,4
635,英力特,11/20/1996,宁夏英力特化工股份有限公司,"Ningxia Younglight Chemicals Co., Ltd.",C26,化学原料及化学制品制造业,宁夏回族自治区,640000,石嘴山市,640200,国营或国有控股,P0301,4
